ID,Character,English,English_IPA,Anzellan,Anzellan_IPA,Mixed_25,Mixed_25_IPA,Mixed_50,Mixed_50_IPA,Mixed_75,Mixed_75_IPA
kado_guest_lots_of_guests,Kado,Big crowd. Kado famous!,biɡ ˈkwaud. ˈkado ˈfei̯mas!,Da bikad meded. Kado iceda!,da ˈbikad ˈmeded. ˈkado ˈikeda!,"Goda nad, Kado!","ˈɡoda nad, ˈkado!",Goda meded. Kado famous!,ˈɡoda ˈmeded. ˈkado ˈfei̯mas!,Meded Kado famous!,ˈmeded ˈkado ˈfei̯mas!
kado_guest_only_one_person,Kado,Where is everyone? Nobody to watch Kado!,ˈwee is ˈevwiwan? ˈnobadi tu watʃ ˈkado!,Li ket med? Nie po-xina ka Kado!,li ket med? nie̯ ˈpoʃina ka ˈkado!,Nobody watch! Ket ipo med,ˈnobadi watʃ! ket ˈipo med,Ket med tumunie! Nobody watch Kado!,ket med ˈtumunie̯! ˈnobadi watʃ ˈkado!,Ket meded? Nobody to watch Kado!,ket ˈmeded? ˈnobadi tu watʃ ˈkado!
kado_guest_adult_crying,Kado,Uh oh. Hope they okay.,a o. hop dei̯ ˈokei̯.,A-o. Li ked-ba ixena?,ˈao. li ˈkedba ˈiʃena?,"Aaxe, ixena? okay","ˈaaʃe, ˈiʃena? ˈokei̯",Aoxe okay?,ˈaoʃe ˈokei̯?,Kibaga-ka they okay!,kiˈbaɡaka dei̯ ˈokei̯!
kado_guest_yawning,Kado,Vilo you see them yawn? It cuz you boring.,ˈvilo ˈiu si dem ˈion? it kus ˈiu ˈbowin.,Vilo! Li po-ixina e da anzel-yawn? Ked ga-no e ipo bana-nie.,ˈvilo! li poˈiʃina e da anˈseliawn? ked ˈɡano e ˈipo ˈbananie̯.,Li e xina da ipo bana-nie? You boring.,li e ˈʃina da ˈipo ˈbananie̯? ˈiu ˈbowin.,Li e ipo xina? Them yawn! You boring.,li e ˈipo ˈʃina? dem ˈion! ˈiu ˈbowin.,"Li xina Vilo, they yawn? You boring!","li ˈʃina ˈvilo, dei̯ ˈion? ˈiu ˈbowin!"
kado_guest_sandals,Kado,Jibu look you can see their toes.,ˈdʒibu luk ˈiu kan si ˈdee tos.,"Jibu, xina e-va djoid po-toes","ˈdʒibu, ˈʃina ˈeva dʒoi̯d ˈpotoes","Jibu, ipo e xina toes visible!","ˈdʒibu, ˈipo e ˈʃina tos ˈvisabal!","Jibu, toes you see!","ˈdʒibu, tos ˈiu si!","Jibu, pho toes you can see!","ˈdʒibu, fo tos ˈiu kan si!"
kado_guest_mohawk,Kado,Didn't know they grew spikes like that.,ˈdidant no dei̯ ɡwu ˈspaiks ˈlaik dat.,Nie ga-no banada da xiba waba po,nie̯ ˈɡano ˈbanada da ˈʃiba ˈwaba po,Ta wawa pama! No spikes.,ta ˈwawa ˈpama! no ˈspaiks.,Ga-nie gima bada moga! Spikes grow like that!,ˈɡanie̯ ˈɡima ˈbada ˈmoɡa! ˈspaiks ɡwo ˈlaik dat!,Nie gima-la spikes grow like that!,nie̯ ˈɡimala ˈspaiks ɡwo ˈlaik dat!
kado_guest_haircut,Kado,Jibu you think I pull off hair like that one there?,ˈdʒibu ˈiu tink ˈai pul of ˈhee ˈlaik dat wan ˈdee?,"Jibu, ba-no e bana mi ba bumani xin ked-ba-li?","ˈdʒibu, ˈbano e ˈbana mi ba ˈbumani ʃin ˈkedbali?","Jibu, bana-no mi ba-pull off hair?","ˈdʒibu, ˈbanano mi ˈbapull of ˈhee?","Jibu, bana mi ipo wa-hei ked-ba? I pull hair like that one?","ˈdʒibu, ˈbana mi ˈipo ˈwahei̯ ˈkedba? ˈai pul ˈhee ˈlaik dat wan?",Jibu bana mi ipo I pull hair like that one there?,ˈdʒibu ˈbana mi ˈipo ˈai pul ˈhee ˈlaik dat wan ˈdee?
kado_guest_lightsaber_unsheathed,Kado,Whoo Kado wish he have one.,wu ˈkado wiʃ hi hav wan.,Wu-hu Kado miga ipo ka.,ˈwuhu ˈkado ˈmiɡa ˈipo ka.,Ba miga ipo-ka! Whoo Kado,ba ˈmiɡa ˈipoka! wu ˈkado,Abo Kado gapa one,ˈabo ˈkado ˈɡapa wan,Wu-hu Kado he want one.,ˈwuhu ˈkado hi want wan.
kado_guest_lightsaber_sheathed,Kado,Ooh Jibu look! Now Kado really want one.,u ˈdʒibu luk! ˈnau ˈkado ˈwili want wan.,A-o Jibu! Ba xina! Bano miga ka Kado.,ˈao ˈdʒibu! ba ˈʃina! ˈbano ˈmiɡa ka ˈkado.,"A-a Jibu, xina! Want one!","ˈaa ˈdʒibu, ˈʃina! want wan!",A-a Jibu xina! Kado want one.,ˈaa ˈdʒibu ˈʃina! ˈkado want wan.,A-o Jibu! Now Kado want one!,ˈao ˈdʒibu! ˈnau ˈkado want wan!
kado_guest_drinking,Kado,Drinky drinky over there.,ˈdwinki ˈdwinki ˈove ˈdee.,Ba miga ba ked-ba!,ba ˈmiɡa ba ˈkedba!,Ba-mo ked-ba drinky,ˈbamo ˈkedba ˈdwinki,Ked-ba mumuba drinky drinky,ˈkedba ˈmumuba ˈdwinki ˈdwinki,Ked-ba drinky drinky over,ˈkedba ˈdwinki ˈdwinki ˈove
kado_guest_eating_chips,Kado,Somebody eating something cwipsy.,ˈsambadi ˈitin ˈsamtin ˈkwipsi.,E-ga momo po-nipo de-depo bexani,ˈeɡa ˈmomo ˈponipo ˈdedepo ˈbeʃani,Ga ipo cwipsy!,ɡa ˈipo ˈkwipsi!,Ipo pena Cwipsy snack,ˈipo ˈpena ˈkwipsi snak,Po-bana somebody eating cwipsy,ˈpobana ˈsambadi ˈitin ˈkwipsi
kado_guest_anzellan_on_clothing,Kado,That must be me on their clothing. Kado most famous.,dat mast bi mi an ˈdee ˈklodin. ˈkado most ˈfei̯mas.,Ked-ba ipo mo mi a da paka da. Kado beka bexi.,ˈkedba ˈipo mo mi a da ˈpaka da. ˈkado ˈbeka ˈbeʃi.,Ked-ba ipo mi a da kapa. Most famous.,ˈkedba ˈipo mi a da ˈkapa. most ˈfei̯mas.,Ked-ba ipo mi a da waba. Kado most famous.,ˈkedba ˈipo mi a da ˈwaba. ˈkado most ˈfei̯mas.,Ked-ba mi it must be me on their clothes. Kado most famous.,ˈkedba mi it mast bi mi an ˈdee klods. ˈkado most ˈfei̯mas.
kado_guest_journalist_questions,Kado,You make Kado a star on this planet yes?,ˈiu mei̯k ˈkado a ˈstaa an dis ˈplanat ie̯s?,Li ga e da Kado va leya a ked ndimad nad?,li ɡa e da ˈkado va ˈlei̯a a ked ˈndimad nad?,"Li ga moga e Kado ked-ba, star yes?","li ɡa ˈmoɡa e ˈkado ˈkedba, ˈstaa ie̯s?","Ga moga e ka Kado ixena, star yes?","ɡa ˈmoɡa e ka ˈkado ˈiʃena, ˈstaa ie̯s?","Ga e penaga, you make Kado a star on this planet yes?","ɡa e ˈpenaɡa, ˈiu mei̯k ˈkado a ˈstaa an dis ˈplanat ie̯s?"
kado_guest_eating_something,Kado,Vilo them over there eat but we can't?,ˈvilo dem ˈove ˈdee it bat wi kant?,"Li ba-mo da Vilo ked-ba ipama, le ni gami med?","li ˈbamo da ˈvilo ˈkedba ˈipama, le ni ˈɡami med?","Ta ked-ba ipo ka eat-ad, le mede ni gami? Them eat?","ta ˈkedba ˈipo ka ˈeatad, le ˈmede ni ˈɡami? dem it?","Vilo ked-ba ta, they eat but no me","ˈvilo ˈkedba ta, dei̯ it bat no mi",Vilo ked-ba we eat but we can’t?,ˈvilo ˈkedba wi it bat wi kant?
kado_toy_welded_yesterday,Kado,That toy I welded yesterday.,dat toi̯ ˈai ˈweldid ˈie̯stedei̯.,Ked-ba moga-no da bepada,ˈkedba ˈmoɡano da ˈbepada,Ked-ba waba ga-no welded,ˈkedba ˈwaba ˈɡano ˈweldid,"Ked-ba waba, toy welded","ˈkedba ˈwaba, toi̯ ˈweldid",Ga-no moga toy yesterday,ˈɡano ˈmoɡa toi̯ ˈie̯stedei̯
kado_so_many_shipments,Kado,So many shipments today.,so ˈmeni ˈʃipmants ˈtadei̯.,Be wabad tomu bed bano,be ˈwabad ˈtomu bed ˈbano,Ud tumu bano! Shipments!,ud ˈtumu ˈbano! ˈʃipmants!,Ud tumu bano! Many shipments!,ud ˈtumu ˈbano! ˈmeni ˈʃipmants!,bexa-de shipments lots today,ˈbeʃade ˈʃipmants lats ˈtadei̯
kado_work_work,Kado,Work work.,wek wek.,Bexa bexa,ˈbeʃa ˈbeʃa,Bexa bexa work,ˈbeʃa ˈbeʃa wek,Bexa work,ˈbeʃa wek,Bexa work work!,ˈbeʃa wek wek!
kado_ill_get_to_that_later,Kado,Ooh I'll get to that later.,u ˈail ɡet tu dat ˈlei̯te.,"Ooh, ga-bo ba moga da po-ta bano.","ˈooh, ˈɡabo ba ˈmoɡa da ˈpota ˈbano.",Ba po-da ipo later,ba ˈpoda ˈipo ˈlei̯te,"Ba-no ga later, ooh!","ˈbano ɡa ˈlei̯te, u!",Ba-no mi get later!,ˈbano mi ɡet ˈlei̯te!
kado_this_work_is_poo_doo,Kado,This work is poo doo.,dis wek is pu du.,Nie bexa ni.,nie̯ ˈbeʃa ni.,Nie da bexa poo-doo.,nie̯ da ˈbeʃa poˈodoo.,Nie bexa! Poo doo!,nie̯ ˈbeʃa! pu du!,Ixena-nie work poo doo!,iˈʃenanie̯ wek pu du!
kado_jibu_get_vilo_off_my_back,Kado,Jibu get Vilo off my back for me!,ˈdʒibu ɡet ˈvilo of ˈmai bak ˈfoo mi!,"Jibu, ba bumani med-xo ta Vilu va mi!","ˈdʒibu, ba ˈbumani ˈmedʃo ta ˈvilu va mi!","Jibu, ba gapa mi xo e-va Vilo off!","ˈdʒibu, ba ˈɡapa mi ʃo ˈeva ˈvilo of!","Jibu, ba banada ta no more Vilo!","ˈdʒibu, ba ˈbanada ta no ˈmoo ˈvilo!","Ba gapa Jibu, get Vilo off me!","ba ˈɡapa ˈdʒibu, ɡet ˈvilo of mi!"
kado_didnt_hear_about_that,Kado,I didn't hear about that.,ˈai ˈdidant ˈhii ˈabaut dat.,Nie hena-no a da,nie̯ ˈhenano a da,Nie hena a da hear!,nie̯ ˈhena a da ˈhii!,Nie hena-no! No hear!,nie̯ ˈhenano! no ˈhii!,Nie I no hear that,nie̯ ˈai no ˈhii dat
kado_nope,Kado,Nope.,nop.,nie,nie̯,Nie nope,nie̯ nop,Nie nope,nie̯ nop,Nie nope,nie̯ nop
kado_cant_remember,Kado,Eh. I can't remember.,e. ˈai kant ˈwimembe.,Aaxe. Nie banada-mi ipo.,ˈaaʃe. nie̯ baˈnadami ˈipo.,Nie ga-no ipo forget,nie̯ ˈɡano ˈipo ˈfeɡet,Nie banada-no! Can't remember.,nie̯ baˈnadano! kant ˈwimembe.,Nie ba I can't remember,nie̯ ba ˈai kant ˈwimembe
kado_huh_interesting,Kado,Of course I saw that coming.,av kos ˈai so dat ˈkamin.,"Degagamie, mi xina no ked-ba haba.","deˈɡaɡamie̯, mi ˈʃina no ˈkedba ˈhaba.","Ga-no mi xina, saw coming!","ˈɡano mi ˈʃina, so ˈkamin!",Ga-no mi xina that coming,ˈɡano mi ˈʃina dat ˈkamin,Ga-no mi I see that coming,ˈɡano mi ˈai si dat ˈkamin
kado_sure_sure,Kado,Sure. Sure.,ˈʃuu. ˈʃuu.,"Na-nad, na-nad.","ˈnanad, ˈnanad.",Nad sure,nad ˈʃuu,Nad sure.,nad ˈʃuu.,"Nad, sure sure.","nad, ˈʃuu ˈʃuu."
kado_figures,Kado,Figures.,ˈfiɡie̯s.,Ga-ta,ˈɡata,"Pobem, be-no. problem done","ˈpobem, ˈbeno. ˈpwablam dan",Bexani! Figures!,ˈbeʃani! ˈfiɡie̯s!,Pobem no!,ˈpobem no!
kado_whatever,Kado,Whatever.,ˈwateve.,Bana.,ˈbana.,Bana-nie! Whatever.,ˈbananie̯! ˈwateve.,Bana-nie! Whatever.,ˈbananie̯! ˈwateve.,Bana-nie Whatever.,ˈbananie̯ ˈwateve.
kado_done_with_that_next,Kado,Done with that. Next!,dan wid dat. nekst!,Ga-no po-da bexani. Po-be ba ma!,ˈɡano ˈpoda ˈbeʃani. ˈpobe ba ma!,Ga-no ixena. Next!,ˈɡano ˈiʃena. nekst!,Ga-no po-ba! Next!,ˈɡano ˈpoba! nekst!,Ga-no. Done with that. Next!,ˈɡano. dan wid dat. nekst!
kado_weld_that_easy,Kado,Weld that easy. I'm so good.,weld dat ˈisi. ˈaim so ɡud.,"Ba si abobo, ba-mo mi mu ixena.","ba si ˈabobo, ˈbamo mi mu ˈiʃena.",Mi ixena. Weld easy.,mi ˈiʃena. weld ˈisi.,Ba moga abo. I'm so good.,ba ˈmoɡa ˈabo. ˈaim so ɡud.,Ba moga easy weld! Mi too good!,ba ˈmoɡa ˈisi weld! mi tu ɡud!
kado_do_this_in_my_sleep,Kado,I can do this type of work in my sleep.,ˈai kan du dis ˈtaip av wek in ˈmai slip.,Gami mi ga a bexa da mada mi.,ˈɡami mi ɡa a ˈbeʃa da ˈmada mi.,Sleep easy! Gami mi ga a bexa.,slip ˈisi! ˈɡami mi ɡa a ˈbeʃa.,Sleep no problem! Gami mi ga bexa.,slip no ˈpwablam! ˈɡami mi ɡa ˈbeʃa.,Ga gami mi can do this work in sleep,ɡa ˈɡami mi kan du dis wek in slip
kado_no_better_welder,Kado,No better welder than me.,no ˈbete ˈwelde dan mi.,Nie ixen po-biba ga-mi,nie̯ ˈiʃen ˈpobiba ˈɡami,Ni ixena moga me,ni ˈiʃena ˈmoɡa mi,No better! Ni ixena,no ˈbete! ni ˈiʃena,Ni ixena no better welder me,ni ˈiʃena no ˈbete ˈwelde mi
kado_thats_wild,Kado,That's wild.,dats ˈwaild.,Ked-ba xe,ˈkedba ʃe,Ked xa wild!,ked ʃa ˈwaild!,Ked xe! Wild!,ked ʃe! ˈwaild!,Ked wild!,ked ˈwaild!
kado_go_on,Kado,Go on...,ɡo an...,Ba bano,ba ˈbano,Ba po go on,ba po ɡo an,Ba go...,ba ɡo...,Ba go on,ba ɡo an
kado_could_be_worse,Kado,Could be worse. Probably.,kud bi wes. ˈpwababli.,Ketaxi ni xi,ˈketaʃi ni ʃi,Ipo nxena bo worse,ˈipo ˈnʃena bo wes,Ket ni tumunie. Could worse.,ket ni ˈtumunie̯. kud wes.,Noki be worse.,ˈnoki bi wes.
kado_fair_enough,Kado,You say so.,ˈiu sei̯ so.,La da,la da,La da so,la da so,La da! You say!,la da! ˈiu sei̯!,La you say,la ˈiu sei̯
kado_noted_moving_on,Kado,Noted. Moving on.,ˈnotad. ˈmuvin an.,Ga no-la. Ba ba.,ɡa ˈnola. ba ba.,"Ga-no la, moving","ˈɡano la, ˈmuvin",Ga-no noted,ˈɡano ˈnotad,Ga-la moving on,ˈɡala ˈmuvin an
kado_last_week_rough,Kado,Last week was rough. Don't remind me.,last wik was waf. dont ˈwimaind mi.,Ga-no tepwe boka! Nie ba la mi!,ˈɡano ˈtepwe ˈboka! nie̯ ba la mi!,Bedan bad mi no. Don't remind!,ˈbedan bad mi no. dont ˈwimaind!,"Bed no gaopo, don't remind me!","bed no ˈɡaopo, dont ˈwimaind mi!",Bedade bano. Don't remind me!,ˈbedade ˈbano. dont ˈwimaind mi!
kado_never_again,Kado,Never again. That's all I'll say.,ˈneve ˈaɡen. dats ol ˈail sei̯.,Niemo. La-no mi bo la.,ˈnie̯mo. ˈlano mi bo la.,Nie mo ipo. No more.,nie̯ mo ˈipo. no ˈmoo.,Nie-mo! That's all I say.,ˈnie̯mo! dats ol ˈai sei̯.,Nie mo no again. That's all.,nie̯ mo no ˈaɡen. dats ol.
kado_pick_one_do_it,Kado,Pick one. Do it.,pik wan. du it.,Ga ka,ɡa ka,Ka ipo. Do!,ka ˈipo. du!,Ka hono. Do it.,ka ˈhono. du it.,Ga ipo. Pick one.,ɡa ˈipo. pik wan.
kado_just_pick_one_thing,Kado,Just pick one thing and do it. That's my plan.,dʒast pik wan tin and du it. dats ˈmai plan.,Ba pama ka bana le ga ipo. Ked-ba mi bana.,ba ˈpama ka ˈbana le ɡa ˈipo. ˈkedba mi ˈbana.,"Po-ka da bun mi, la ga-mi. My plan","ˈpoka da ban mi, la ˈɡami. ˈmai plan",Ba pama ka. Just do it!,ba ˈpama ka. dʒast du it!,"Ta po-kile, just pick one thing and do it","ta ˈpokile, dʒast pik wan tin and du it"
kado_yeah_i_noticed,Kado,Yeah. I noticed.,ˈia. ˈai ˈnotast.,Nad. Banada mi.,nad. ˈbanada mi.,Nad. Noticed.,nad. ˈnotast.,Nad. I noticed.,nad. ˈai ˈnotast.,Banada I notice.,ˈbanada ˈai ˈnotas.
kado_same_didnt_mention_it,Kado,Same. Didn't mention it.,sei̯m. ˈdidant ˈmenʃan it.,Ka da. Ga-no ni la.,ka da. ˈɡano ni la.,Ni banada me. Same.,ni ˈbanada mi. sei̯m.,Same! Ipo ni la,sei̯m! ˈipo ni la,Ki-va Did not mention,ˈkiva did nat ˈmenʃan
kado_theres_always_one_more_thing,Kado,There's always one more thing.,des ˈolwei̯s wan ˈmoo tin.,Ket bexa udmo ka ud bexa,ket ˈbeʃa ˈudmo ka ud ˈbeʃa,One more ka ud bexa,wan ˈmoo ka ud ˈbeʃa,Ka bexa! One more!,ka ˈbeʃa! wan ˈmoo!,Ud bexa no one more thing,ud ˈbeʃa no wan ˈmoo tin
kado_barely,Kado,Barely.,ˈbeli.,ga ni,ɡa ni,Apo barely,ˈapo ˈbeli,Barely! Ni tumunie!,ˈbeli! ni ˈtumunie̯!,Ni ba yamie! barely,ni ba ˈiamie̯! ˈbeli
kado_jibu_droid_reboot_ready,Kado,Oh Jibu that droid reboot program ready?,o ˈdʒibu dat dwoi̯d ˈwibut ˈpwoɡwam ˈwedi?,Ooh Jibu da djoid penaga-bexa ked ixena?,ˈooh ˈdʒibu da dʒoi̯d penaˈɡabeʃa ked ˈiʃena?,"Hei Jibu, reboot ready?","hei̯ ˈdʒibu, ˈwibut ˈwedi?",Oh Jibu ked-ba da djoid reboot ready?,o ˈdʒibu ˈkedba da dʒoi̯d ˈwibut ˈwedi?,"A-o Jibu, droid reboot ready?","ˈao ˈdʒibu, dwoi̯d ˈwibut ˈwedi?"
kado_tc01_still_cooling,Kado,No still need to cool down. Still too hot.,no stil nid tu kul ˈdaun. stil tu hat.,Nie niemo migaba mu-ika. Mu-muba.,nie̯ ˈnie̯mo ˈmiɡaba ˈmuika. ˈmumuba.,Still need no! Nie muba!,stil nid no! nie̯ ˈmuba!,Nie mo muba! Still too hot.,nie̯ mo ˈmuba! stil tu hat.,Nie-mo still need cool down. Still too hot.,ˈnie̯mo stil nid kul ˈdaun. stil tu hat.
kado_r2_frames_almost_done,Kado,Short on R5 unit almost done.,ʃot an ˈaa5 ˈiunat ˈolmost dan.,Ga-mo mi bano ka med-r5 mend la-mo ixena,ˈɡamo mi ˈbano ka medw5 mend ˈlamo ˈiʃena,Almost done! Ni tumunie da R5,ˈolmost dan! ni ˈtumunie̯ da ˈaa5,"Short R5 unit, bada tumunie","ʃot ˈaa5 ˈiunat, ˈbada ˈtumunie̯",Ga-mo tumunie R5 unit almost done,ˈɡamo ˈtumunie̯ ˈaa5 ˈiunat ˈolmost dan
kado_jibu_what_time_go_home,Kado,Jibu what time you go home tonight?,ˈdʒibu wat ˈtaim ˈiu ɡo hom ˈtanait?,Jibu li ba tebed bapoa anzel-mo?,ˈdʒibu li ba ˈtebed ˈbapoa ˈanselmo?,Li bano? You go home.,li ˈbano? ˈiu ɡo hom.,"Jibu, li bed bano? You go home?","ˈdʒibu, li bed ˈbano? ˈiu ɡo hom?","Jibu, li what time you go home?","ˈdʒibu, li wat ˈtaim ˈiu ɡo hom?"
kado_leave_when_boss_leaves,Kado,We don't leave until Vilo leaves.,wi dont liv ˈantil ˈvilo livs.,Nie ba-ni med fa Vilu ba,nie̯ ˈbani med fa ˈvilu ba,"Nie ba ba mo Vilu, leave no","nie̯ ba ba mo ˈvilu, liv no",Nie ba ba mi Vilu leave,nie̯ ba ba mi ˈvilu liv,Nie ba no leave until Vilu leaves,nie̯ ba no liv ˈantil ˈvilu livs
kado_give_to_jibu_first,Kado,Give them to Jibu first boss.,ɡiv dem tu ˈdʒibu fest bas.,Da xa-po ba pama ke ba Jibu a bosa,da ˈʃapo ba ˈpama ke ba ˈdʒibu a ˈbosa,"Mi-xo ba pama da Jibu-po, boss first","ˈmiʃo ba ˈpama da ˈdʒibupo, bas fest",Give them to Jibu! Mi-xo ba pama,ɡiv dem tu ˈdʒibu! ˈmiʃo ba ˈpama,Ba pama give them to Jibu boss,ba ˈpama ɡiv dem tu ˈdʒibu bas
kado_jibu_fathier_races,Kado,Jibu you watch Fathier races last night?,ˈdʒibu ˈiu watʃ ˈfatie̯w ˈwei̯sas last ˈnait?,Li xina e Jibu a Fathier bed-no?,li ˈʃina e ˈdʒibu a ˈfatie̯w ˈbedno?,"Jibu, li hena e-ta Fathier?","ˈdʒibu, li ˈhena ˈeta ˈfatie̯w?","Jibu, li watch Fathier races?","ˈdʒibu, li watʃ ˈfatie̯w ˈwei̯sas?",Li hena Jibu you watch Fathier races?,li ˈhena ˈdʒibu ˈiu watʃ ˈfatie̯w ˈwei̯sas?
kado_watch_where_youre_going,Kado,You need to watch where you're going!,ˈiu nid tu watʃ ˈwee ˈiuu ɡoi̯n!,Li miga-mo e ked-ba xina!,li ˈmiɡamo e ˈkedba ˈʃina!,Watch out! Li ba-hena e!,watʃ ˈaut! li ˈbahena e!,"Li ga-mo e, watch where you go!","li ˈɡamo e, watʃ ˈwee ˈiu ɡo!",Ba-mo e Watch where you go!,ˈbamo e watʃ ˈwee ˈiu ɡo!
kado_jibu_bring_lunch,Kado,Jibu you bring lunch?,ˈdʒibu ˈiu bwin lantʃ?,"Li e-xo pama da bena, Jibu?","li ˈeʃo ˈpama da ˈbena, ˈdʒibu?",Ba gapa Jibu lunch?,ba ˈɡapa ˈdʒibu lantʃ?,Jibu ba gapa? Lunch?,ˈdʒibu ba ˈɡapa? lantʃ?,Jibu ba bring lunch?,ˈdʒibu ba bwin lantʃ?
kado_wont_steal_lunch,Kado,I won't I won't sheesh.,ˈai wont ˈai wont ʃiʃ.,"Nie bano, nie bano, aaxe!","nie̯ ˈbano, nie̯ ˈbano, ˈaaʃe!",Nie bo ga-mi ipo! sheesh,nie̯ bo ˈɡami ˈipo! ʃiʃ,Nie bo ga I won't sheesh,nie̯ bo ɡa ˈai wont ʃiʃ,Nie bo I won't I won't sheesh!,nie̯ bo ˈai wont ˈai wont ʃiʃ!
kado_jibu_shaak_meat,Kado,Jibu I hope Vilo didn't bring more Shaak meat again to eat.,ˈdʒibu ˈai hop ˈvilo ˈdidant bwin ˈmoo ʃak mit ˈaɡen tu it.,"Jibu, ga-no mi miga ked Vilo ba-no ud shaak bebi fa ba-no la","ˈdʒibu, ˈɡano mi ˈmiɡa ked ˈvilo ˈbano ud ˈshaak ˈbebi fa ˈbano la","Jibu, ga-mo ipo ked-ba Vilu ni ga-no fo-shaak po apoa ba eat","ˈdʒibu, ˈɡamo ˈipo ˈkedba ˈvilu ni ˈɡano ˈfoshaak po ˈapoa ba it","Jibu, ipo nie ba Vilo no bring more Shaak meat","ˈdʒibu, ˈipo nie̯ ba ˈvilo no bwin ˈmoo ʃak mit","Jibu, mi vona — Vilo no bring more shaak meat again","ˈdʒibu, mi ˈvona — ˈvilo no bwin ˈmoo ʃak mit ˈaɡen"
kado_guest_pin_surprise,Kado,"You want to trade pins, Kado have nice surprise.","ˈiu want tu twei̯d pins, ˈkado hav ˈnais ˈsepwais.","Miga e ba penaga pim-pim, Kado ipo ixena apoa","ˈmiɡa e ba ˈpenaɡa ˈpimpim, ˈkado ˈipo ˈiʃena ˈapoa","E miga ba pena po-tib danad, Kado surprise nice","e ˈmiɡa ba ˈpena ˈpotib ˈdanad, ˈkado ˈsepwais ˈnais","Li miga e ba trade pins, Kado have surprise","li ˈmiɡa e ba twei̯d pins, ˈkado hav ˈsepwais","Li miga, you want trade pins! Kado have nice surprise","li ˈmiɡa, ˈiu want twei̯d pins! ˈkado hav ˈnais ˈsepwais"
kado_guest_asks_name,Kado,"Grumpy up there is Vilo. Dis my bother Jibu. Me handsomest, my name Kado. What your name?","ˈɡwampi ap ˈdee is ˈvilo. dis ˈmai ˈbade ˈdʒibu. mi ˈhandsomest, ˈmai nei̯m ˈkado. wat ˈioo nei̯m?","Goda ked-ba dega Vilu. Mi ba mbo Jibu. Mi momo, mi ka Kado. Li da ka la e?","ˈɡoda ˈkedba ˈdeɡa ˈvilu. mi ba mbo ˈdʒibu. mi ˈmomo, mi ka ˈkado. li da ka la e?","Goda ipo ked Vilo. Mi-va Jibu. Me handsomest, my name Kado. Li e dega?","ˈɡoda ˈipo ked ˈvilo. ˈmiva ˈdʒibu. mi ˈhandsomest, ˈmai nei̯m ˈkado. li e ˈdeɡa?","Ipo goda ked ba Vilo. Dis my bother Jibu. Me handsomest, my name Kado. What your name?","ˈipo ˈɡoda ked ba ˈvilo. dis ˈmai ˈbade ˈdʒibu. mi ˈhandsomest, ˈmai nei̯m ˈkado. wat ˈioo nei̯m?",Ipo goda da Vilo. Me handsomest. Dis my bother Jibu. What your name?,ˈipo ˈɡoda da ˈvilo. mi ˈhandsomest. dis ˈmai ˈbade ˈdʒibu. wat ˈioo nei̯m?
kado_guest_asks_world,Kado,We're from the world Corellia! Best world. Where you from?,ˈwii fwam da weld koˈwellia! best weld. ˈwee ˈiu fwam?,Med fa da koseli Corellia! Ixena da koseli. Li fa e mi?,med fa da ˈkoseli koˈwellia! ˈiʃena da ˈkoseli. li fa e mi?,Med fa da timad! Where you from?,med fa da ˈtimad! ˈwee ˈiu fwam?,We from da timad Corellia! Best world!,wi fwam da ˈtimad koˈwellia! best weld!,Bomu! We from world Corellia! Best world. You from where?,ˈbomu! wi fwam weld koˈwellia! best weld. ˈiu fwam ˈwee?
kado_guest_asks_species,Kado,Anzellan of course. Kado no recognize your species. What you called?,ˈansellan av kos. ˈkado no weˈkaɡnais ˈioo ˈspiʃis. wat ˈiu kold?,"Anzel, aaxe. Kado ni ga-no gapa e doki. Li ga-po pena-no?","ˈansel, ˈaaʃe. ˈkado ni ˈɡano ˈɡapa e ˈdoki. li ˈɡapo ˈpenano?",Med Anzellan. Ka Kado nie gapa. What you called?,med ˈansellan. ka ˈkado nie̯ ˈɡapa. wat ˈiu kold?,Kado no recognize your species. Med Anzellan.,ˈkado no weˈkaɡnais ˈioo ˈspiʃis. med ˈansellan.,Anzeban ixena. Kado no recognize your species. What you called?,ˈanseban ˈiʃena. ˈkado no weˈkaɡnais ˈioo ˈspiʃis. wat ˈiu kold?
kado_guest_what_doing,Kado,We best droid fixers in whole galaxy! Why you on this world?,wi best dwoi̯d ˈfiksews in hol ˈɡalaksi! ˈwai ˈiu an dis weld?,Med ipama-djoid ba-moga bexani fos-po! Li e ba ked anzel-po?,med iˈpamadʒoi̯d ˈbamoɡa ˈbeʃani ˈfospo! li e ba ked ˈanselpo?,We best droid fixers! Med gimade timad?,wi best dwoi̯d ˈfiksews! med ˈɡimade ˈtimad?,Best droid fixers! Med moga djoid bexani ud timadipo!,best dwoi̯d ˈfiksews! med ˈmoɡa dʒoi̯d ˈbeʃani ud tiˈmadipo!,Med-d moga djoid! Why you on this world?,med.d ˈmoɡa dʒoi̯d! ˈwai ˈiu an dis weld?
kado_guest_knows_luke,Kado,Name no familiar.,nei̯m no ˈfamilie̯.,Nie banada!,nie̯ ˈbanada!,Bana-nie name,ˈbananie̯ nei̯m,Nie ixena! Name no.,nie̯ ˈiʃena! nei̯m no.,Nie name no familiar!,nie̯ nei̯m no ˈfamilie̯!
